date,jour_semaine,temperature_c,budget,dish_category
2025-05-20,Mar,20.3,9.46,Entree
2025-05-20,Mar,20.3,17.49,Grill
2025-05-21,Mer,18.7,16.25,Plat_du_jour
2025-05-21,Mer,18.7,19.27,Plat_du_jour
2025-05-21,Mer,18.7,15.51,Plat_du_jour
2025-05-21,Mer,18.7,21.22,Grill
2025-05-21,Mer,18.7,20.91,Plat_du_jour
2025-05-21,Mer,18.7,22.61,Grill
2025-05-22,Jeu,25.6,14.42,Vegetarien
2025-05-22,Jeu,25.6,15.35,Vegetarien
2025-05-23,Ven,25.2,8.49,Dessert
2025-05-23,Ven,25.2,11.33,Entree
2025-05-23,Ven,25.2,25.66,Grill
2025-05-23,Ven,25.2,20.04,Grill
2025-05-23,Ven,25.2,14.19,Entree
2025-05-23,Ven,25.2,10.84,Entree
2025-05-24,Sam,18.0,6.67,Dessert
2025-05-24,Sam,18.0,10.91,Enfant
2025-05-25,Dim,21.1,9.01,Enfant
2025-05-25,Dim,21.1,20.75,Grill
2025-05-25,Dim,21.1,9.42,Enfant
2025-05-25,Dim,21.1,10.1,Enfant
2025-05-25,Dim,21.1,10.23,Dessert
2025-05-26,Lun,18.2,13.25,Plat_du_jour
2025-05-26,Lun,18.2,20.63,Grill
2025-05-27,Mar,19.2,12.25,Entree
2025-05-27,Mar,19.2,13.93,Plat_du_jour
2025-05-27,Mar,19.2,16.94,Plat_du_jour
2025-05-27,Mar,19.2,12.49,Plat_du_jour
2025-05-27,Mar,19.2,8.56,Entree
2025-05-27,Mar,19.2,19.62,Plat_du_jour
2025-05-28,Mer,18.8,17.69,Plat_du_jour
2025-05-28,Mer,18.8,19.19,Plat_du_jour
2025-05-28,Mer,18.8,19.93,Grill
2025-05-29,Jeu,23.4,21.21,Grill
2025-05-29,Jeu,23.4,9.82,Entree
2025-05-29,Jeu,23.4,5.71,Dessert
2025-05-30,Ven,23.7,9.85,Enfant
2025-05-30,Ven,23.7,11.19,Vegetarien
2025-05-30,Ven,23.7,15.79,Vegetarien
2025-05-30,Ven,23.7,14.88,Plat_du_jour
2025-05-30,Ven,23.7,17.6,Plat_du_jour
2025-05-31,Sam,18.6,13.94,Plat_du_jour
2025-05-31,Sam,18.6,8.66,Dessert
2025-06-01,Dim,21.1,8.04,Dessert
2025-06-01,Dim,21.1,9.13,Enfant
2025-06-01,Dim,21.1,9.45,Enfant
2025-06-01,Dim,21.1,11.54,Enfant
2025-06-01,Dim,21.1,19.91,Plat_du_jour
2025-06-02,Lun,21.7,16.07,Plat_du_jour
2025-06-02,Lun,21.7,14.53,Plat_du_jour
2025-06-02,Lun,21.7,10.93,Dessert
2025-06-03,Mar,23.2,19.32,Plat_du_jour
2025-06-03,Mar,23.2,13.95,Vegetarien
2025-06-03,Mar,23.2,16.74,Vegetarien
2025-06-04,Mer,20.8,9.72,Enfant
2025-06-04,Mer,20.8,16.96,Plat_du_jour
2025-06-04,Mer,20.8,22.5,Grill
2025-06-04,Mer,20.8,23.09,Grill
2025-06-04,Mer,20.8,10.42,Entree
2025-06-04,Mer,20.8,26.38,Grill
2025-06-05,Jeu,25.9,9.67,Entree
2025-06-05,Jeu,25.9,22.37,Grill
2025-06-05,Jeu,25.9,16.91,Plat_du_jour
2025-06-06,Ven,19.7,27.86,Grill
2025-06-06,Ven,19.7,11.49,Enfant
2025-06-06,Ven,19.7,10.15,Dessert
2025-06-07,Sam,21.6,8.58,Enfant
2025-06-07,Sam,21.6,11.8,Dessert
2025-06-07,Sam,21.6,25.73,Grill
2025-06-08,Dim,27.0,12.7,Vegetarien
2025-06-08,Dim,27.0,15.52,Vegetarien
2025-06-08,Dim,27.0,11.53,Dessert
2025-06-09,Lun,20.4,20.06,Grill
2025-06-09,Lun,20.4,11.51,Enfant
2025-06-09,Lun,20.4,21.82,Grill
2025-06-09,Lun,20.4,9.63,Dessert
2025-06-09,Lun,20.4,14.16,Vegetarien
2025-06-09,Lun,20.4,14.59,Plat_du_jour
2025-06-10,Mar,21.5,15.56,Plat_du_jour
2025-06-10,Mar,21.5,21.07,Plat_du_jour
2025-06-10,Mar,21.5,13.82,Plat_du_jour
2025-06-11,Mer,27.3,10.95,Enfant
2025-06-11,Mer,27.3,12.36,Vegetarien
2025-06-12,Jeu,22.3,14.26,Vegetarien
2025-06-12,Jeu,22.3,16.61,Plat_du_jour
2025-06-12,Jeu,22.3,9.1,Entree
2025-06-12,Jeu,22.3,17.42,Vegetarien
2025-06-13,Ven,22.8,18.02,Vegetarien
2025-06-13,Ven,22.8,8.98,Dessert
2025-06-14,Sam,21.2,18.97,Grill
2025-06-14,Sam,21.2,9.03,Entree
2025-06-15,Dim,24.3,19.61,Grill
2025-06-15,Dim,24.3,19.04,Grill
2025-06-15,Dim,24.3,8.82,Dessert
2025-06-16,Lun,23.2,7.81,Enfant
2025-06-16,Lun,23.2,9.82,Entree
2025-06-17,Mar,22.2,17.1,Vegetarien
2025-06-17,Mar,22.2,10.75,Entree
2025-06-17,Mar,22.2,11.84,Entree
2025-06-17,Mar,22.2,18.58,Vegetarien
2025-06-17,Mar,22.2,19.18,Grill
2025-06-18,Mer,21.6,20.48,Grill
2025-06-18,Mer,21.6,17.01,Plat_du_jour
2025-06-18,Mer,21.6,7.28,Dessert
2025-06-19,Jeu,26.6,20.21,Grill
2025-06-19,Jeu,26.6,26.57,Grill
2025-06-19,Jeu,26.6,12.35,Plat_du_jour
2025-06-19,Jeu,26.6,9.16,Entree
2025-06-19,Jeu,26.6,8.87,Entree
2025-06-20,Ven,20.0,17.49,Grill
2025-06-20,Ven,20.0,17.54,Vegetarien
2025-06-20,Ven,20.0,11.11,Entree
2025-06-20,Ven,20.0,9.68,Dessert
2025-06-21,Sam,22.0,10.46,Enfant
2025-06-21,Sam,22.0,12.97,Entree
2025-06-21,Sam,22.0,16.76,Vegetarien
2025-06-21,Sam,22.0,17.31,Plat_du_jour
2025-06-21,Sam,22.0,9.96,Enfant
2025-06-21,Sam,22.0,15.1,Vegetarien
2025-06-22,Dim,25.0,8.06,Dessert
2025-06-22,Dim,25.0,12.38,Enfant
2025-06-23,Lun,27.0,28.09,Grill
2025-06-23,Lun,27.0,17.07,Plat_du_jour
2025-06-23,Lun,27.0,20.9,Grill
2025-06-23,Lun,27.0,13.39,Enfant
2025-06-23,Lun,27.0,17.74,Vegetarien
2025-06-24,Mar,25.4,20.13,Grill
2025-06-24,Mar,25.4,15.22,Vegetarien
2025-06-24,Mar,25.4,15.6,Plat_du_jour
2025-06-25,Mer,23.9,14.08,Plat_du_jour
2025-06-25,Mer,23.9,10.78,Entree
2025-06-25,Mer,23.9,17.2,Vegetarien
2025-06-25,Mer,23.9,9.24,Entree
2025-06-25,Mer,23.9,13.51,Vegetarien
2025-06-26,Jeu,20.1,16.12,Plat_du_jour
2025-06-26,Jeu,20.1,19.33,Plat_du_jour
2025-06-26,Jeu,20.1,15.49,Plat_du_jour
2025-06-26,Jeu,20.1,14.04,Plat_du_jour
2025-06-26,Jeu,20.1,7.96,Entree
2025-06-26,Jeu,20.1,7.63,Entree
2025-06-27,Ven,21.8,23.41,Grill
2025-06-27,Ven,21.8,19.09,Vegetarien
2025-06-27,Ven,21.8,20.57,Plat_du_jour
2025-06-27,Ven,21.8,22.7,Grill
2025-06-28,Sam,22.5,7.29,Entree
2025-06-28,Sam,22.5,25.03,Grill
2025-06-28,Sam,22.5,19.72,Grill
2025-06-28,Sam,22.5,12.81,Vegetarien
2025-06-28,Sam,22.5,25.71,Grill
2025-06-29,Dim,26.7,6.49,Dessert
2025-06-29,Dim,26.7,13.52,Entree
2025-06-29,Dim,26.7,21.48,Grill
2025-06-30,Lun,23.2,10.18,Entree
2025-06-30,Lun,23.2,24.44,Grill
2025-07-01,Mar,23.8,12.46,Entree
2025-07-01,Mar,23.8,8.66,Entree
2025-07-01,Mar,23.8,23.89,Grill
2025-07-01,Mar,23.8,14.48,Vegetarien
2025-07-01,Mar,23.8,10.9,Entree
2025-07-01,Mar,23.8,9.08,Dessert
2025-07-02,Mer,20.6,22.22,Grill
2025-07-02,Mer,20.6,28.33,Grill
2025-07-02,Mer,20.6,14.09,Plat_du_jour
2025-07-02,Mer,20.6,12.58,Vegetarien
2025-07-02,Mer,20.6,14.64,Plat_du_jour
2025-07-02,Mer,20.6,17.29,Plat_du_jour
2025-07-03,Jeu,25.8,6.17,Dessert
2025-07-03,Jeu,25.8,11.7,Entree
2025-07-03,Jeu,25.8,24.62,Grill
2025-07-03,Jeu,25.8,18.27,Plat_du_jour
2025-07-04,Ven,25.2,6.31,Dessert
2025-07-04,Ven,25.2,9.61,Entree
2025-07-04,Ven,25.2,22.66,Grill
2025-07-04,Ven,25.2,20.27,Grill
2025-07-05,Sam,24.1,12.18,Entree
2025-07-05,Sam,24.1,8.64,Enfant
2025-07-06,Dim,23.5,28.77,Grill
2025-07-06,Dim,23.5,9.18,Dessert
2025-07-06,Dim,23.5,13.5,Enfant
2025-07-06,Dim,23.5,11.77,Vegetarien
2025-07-06,Dim,23.5,12.78,Entree
2025-07-06,Dim,23.5,11.38,Dessert
2025-07-07,Lun,22.5,11.88,Entree
2025-07-07,Lun,22.5,13.56,Plat_du_jour
2025-07-07,Lun,22.5,24.24,Grill
2025-07-07,Lun,22.5,16.36,Vegetarien
2025-07-08,Mar,20.4,17.41,Grill
2025-07-08,Mar,20.4,7.13,Dessert
2025-07-08,Mar,20.4,9.35,Entree
2025-07-08,Mar,20.4,13.64,Plat_du_jour
2025-07-09,Mer,20.5,12.86,Enfant
2025-07-09,Mer,20.5,10.66,Enfant
2025-07-09,Mer,20.5,10.7,Entree
2025-07-09,Mer,20.5,12.74,Plat_du_jour
2025-07-09,Mer,20.5,12.2,Vegetarien
2025-07-09,Mer,20.5,20.34,Plat_du_jour
2025-07-10,Jeu,21.0,15.63,Vegetarien
2025-07-10,Jeu,21.0,27.49,Grill
2025-07-10,Jeu,21.0,18.02,Plat_du_jour
2025-07-11,Ven,20.3,8.65,Enfant
2025-07-11,Ven,20.3,10.7,Dessert
2025-07-11,Ven,20.3,9.77,Enfant
2025-07-11,Ven,20.3,10.4,Enfant
2025-07-11,Ven,20.3,8.11,Enfant
2025-07-11,Ven,20.3,21.79,Grill
2025-07-12,Sam,20.1,7.78,Dessert
2025-07-12,Sam,20.1,22.26,Grill
2025-07-12,Sam,20.1,5.91,Dessert
2025-07-13,Dim,27.2,13.23,Vegetarien
2025-07-13,Dim,27.2,22.76,Grill
2025-07-13,Dim,27.2,22.39,Grill
2025-07-13,Dim,27.2,11.99,Entree
2025-07-14,Lun,25.2,16.8,Vegetarien
2025-07-14,Lun,25.2,20.28,Plat_du_jour
2025-07-14,Lun,25.2,16.92,Vegetarien
2025-07-14,Lun,25.2,9.08,Enfant
2025-07-14,Lun,25.2,15.68,Plat_du_jour
2025-07-15,Mar,21.3,11.95,Dessert
2025-07-15,Mar,21.3,26.34,Grill
2025-07-15,Mar,21.3,7.11,Dessert
2025-07-15,Mar,21.3,8.39,Dessert
2025-07-15,Mar,21.3,29.25,Grill
2025-07-15,Mar,21.3,13.73,Entree
2025-07-16,Mer,26.4,10.58,Dessert
2025-07-16,Mer,26.4,17.35,Plat_du_jour
2025-07-16,Mer,26.4,14.54,Vegetarien
2025-07-17,Jeu,22.7,22.76,Grill
2025-07-17,Jeu,22.7,8.91,Entree
2025-07-18,Ven,24.3,13.0,Plat_du_jour
2025-07-18,Ven,24.3,12.75,Vegetarien
2025-07-18,Ven,24.3,26.43,Grill
2025-07-19,Sam,20.0,11.33,Dessert
2025-07-19,Sam,20.0,24.06,Grill
2025-07-19,Sam,20.0,10.14,Dessert
2025-07-19,Sam,20.0,7.74,Entree
2025-07-20,Dim,21.1,21.13,Grill
2025-07-20,Dim,21.1,19.47,Plat_du_jour
2025-07-20,Dim,21.1,17.29,Vegetarien
2025-07-20,Dim,21.1,15.44,Vegetarien
2025-07-20,Dim,21.1,18.47,Grill
2025-07-20,Dim,21.1,11.3,Dessert
2025-07-21,Lun,24.4,17.02,Plat_du_jour
2025-07-21,Lun,24.4,7.91,Entree
2025-07-21,Lun,24.4,15.84,Plat_du_jour
2025-07-22,Mar,20.1,16.2,Plat_du_jour
2025-07-22,Mar,20.1,17.2,Plat_du_jour
2025-07-22,Mar,20.1,17.05,Plat_du_jour
2025-07-22,Mar,20.1,10.04,Dessert
2025-07-22,Mar,20.1,14.59,Vegetarien
2025-07-23,Mer,24.6,23.94,Grill
2025-07-23,Mer,24.6,24.65,Grill
2025-07-23,Mer,24.6,15.06,Plat_du_jour
2025-07-24,Jeu,25.3,11.9,Enfant
2025-07-24,Jeu,25.3,16.16,Plat_du_jour
2025-07-24,Jeu,25.3,13.73,Vegetarien
2025-07-24,Jeu,25.3,19.73,Grill
2025-07-24,Jeu,25.3,15.95,Vegetarien
2025-07-24,Jeu,25.3,12.67,Vegetarien
2025-07-25,Ven,24.9,18.98,Vegetarien
2025-07-25,Ven,24.9,9.04,Dessert
2025-07-25,Ven,24.9,16.2,Vegetarien
2025-07-25,Ven,24.9,15.42,Vegetarien
2025-07-25,Ven,24.9,7.65,Enfant
2025-07-26,Sam,25.3,8.22,Dessert
2025-07-26,Sam,25.3,8.7,Dessert
2025-07-26,Sam,25.3,19.46,Plat_du_jour
2025-07-26,Sam,25.3,21.12,Grill
2025-07-27,Dim,24.8,9.41,Enfant
2025-07-27,Dim,24.8,18.6,Grill
2025-07-27,Dim,24.8,10.16,Enfant
2025-07-27,Dim,24.8,25.17,Grill
2025-07-27,Dim,24.8,20.85,Grill
2025-07-27,Dim,24.8,16.31,Vegetarien
2025-07-28,Lun,23.3,10.41,Enfant
2025-07-28,Lun,23.3,15.04,Vegetarien
2025-07-28,Lun,23.3,9.19,Dessert
2025-07-28,Lun,23.3,9.88,Entree
2025-07-28,Lun,23.3,17.04,Vegetarien
2025-07-28,Lun,23.3,27.73,Grill
2025-07-29,Mar,20.9,9.5,Entree
2025-07-29,Mar,20.9,15.37,Plat_du_jour
2025-07-29,Mar,20.9,16.9,Plat_du_jour
2025-07-30,Mer,25.1,16.75,Plat_du_jour
2025-07-30,Mer,25.1,22.23,Grill
2025-07-31,Jeu,21.8,13.19,Plat_du_jour
2025-07-31,Jeu,21.8,17.5,Plat_du_jour
2025-07-31,Jeu,21.8,15.64,Plat_du_jour
2025-07-31,Jeu,21.8,28.21,Grill
2025-08-01,Ven,20.6,9.37,Dessert
2025-08-01,Ven,20.6,9.36,Dessert
2025-08-02,Sam,26.4,10.51,Enfant
2025-08-02,Sam,26.4,6.95,Dessert
2025-08-03,Dim,24.5,21.32,Grill
2025-08-03,Dim,24.5,9.69,Entree
2025-08-03,Dim,24.5,25.57,Grill
2025-08-03,Dim,24.5,23.89,Grill
2025-08-03,Dim,24.5,25.42,Grill
2025-08-04,Lun,22.5,13.21,Enfant
2025-08-04,Lun,22.5,25.88,Grill
2025-08-04,Lun,22.5,14.68,Vegetarien
2025-08-04,Lun,22.5,11.54,Vegetarien
2025-08-05,Mar,18.7,10.67,Dessert
2025-08-05,Mar,18.7,11.64,Dessert
2025-08-05,Mar,18.7,11.99,Enfant
2025-08-05,Mar,18.7,21.03,Grill
2025-08-06,Mer,18.4,8.82,Entree
2025-08-06,Mer,18.4,23.95,Grill
2025-08-06,Mer,18.4,11.8,Vegetarien
2025-08-06,Mer,18.4,20.94,Plat_du_jour
2025-08-07,Jeu,22.7,16.11,Vegetarien
2025-08-07,Jeu,22.7,12.66,Vegetarien
2025-08-08,Ven,23.4,26.4,Grill
2025-08-08,Ven,23.4,27.14,Grill
2025-08-08,Ven,23.4,9.49,Enfant
2025-08-09,Sam,21.0,22.41,Grill
2025-08-09,Sam,21.0,18.23,Vegetarien
2025-08-09,Sam,21.0,16.3,Plat_du_jour
2025-08-10,Dim,23.7,9.71,Enfant
2025-08-10,Dim,23.7,20.93,Grill
2025-08-11,Lun,23.4,19.33,Plat_du_jour
2025-08-11,Lun,23.4,13.05,Plat_du_jour
2025-08-11,Lun,23.4,19.65,Plat_du_jour
2025-08-12,Mar,19.0,8.77,Dessert
2025-08-12,Mar,19.0,16.51,Vegetarien
2025-08-12,Mar,19.0,17.84,Grill
2025-08-12,Mar,19.0,11.01,Vegetarien
2025-08-12,Mar,19.0,14.35,Entree
2025-08-13,Mer,19.8,13.66,Plat_du_jour
2025-08-13,Mer,19.8,19.6,Grill
2025-08-13,Mer,19.8,13.52,Plat_du_jour
2025-08-13,Mer,19.8,19.41,Grill
2025-08-13,Mer,19.8,14.57,Plat_du_jour
2025-08-13,Mer,19.8,15.09,Plat_du_jour
2025-08-14,Jeu,24.3,12.13,Entree
2025-08-14,Jeu,24.3,12.79,Plat_du_jour
2025-08-14,Jeu,24.3,26.43,Grill
2025-08-15,Ven,21.9,13.53,Entree
2025-08-15,Ven,21.9,9.61,Enfant
2025-08-15,Ven,21.9,9.47,Enfant
2025-08-15,Ven,21.9,9.19,Dessert
2025-08-16,Sam,24.1,10.8,Vegetarien
2025-08-16,Sam,24.1,12.67,Enfant
2025-08-16,Sam,24.1,12.91,Enfant
2025-08-16,Sam,24.1,19.17,Plat_du_jour
2025-08-16,Sam,24.1,18.55,Grill
2025-08-17,Dim,20.1,7.2,Enfant
2025-08-17,Dim,20.1,8.94,Entree
2025-08-17,Dim,20.1,22.2,Grill
2025-08-17,Dim,20.1,20.39,Grill
2025-08-18,Lun,16.9,29.32,Grill
2025-08-18,Lun,16.9,16.28,Vegetarien
2025-08-18,Lun,16.9,7.78,Entree
2025-08-19,Mar,22.2,24.6,Grill
2025-08-19,Mar,22.2,17.72,Plat_du_jour
2025-08-20,Mer,22.2,6.81,Entree
2025-08-20,Mer,22.2,16.37,Plat_du_jour
2025-08-21,Jeu,18.3,8.83,Dessert
2025-08-21,Jeu,18.3,17.36,Plat_du_jour
2025-08-21,Jeu,18.3,12.22,Vegetarien
2025-08-21,Jeu,18.3,17.3,Grill
2025-08-22,Ven,21.4,9.41,Enfant
2025-08-22,Ven,21.4,22.52,Grill
2025-08-22,Ven,21.4,8.91,Dessert
2025-08-22,Ven,21.4,14.54,Plat_du_jour
2025-08-22,Ven,21.4,10.5,Enfant
2025-08-22,Ven,21.4,26.48,Grill
2025-08-23,Sam,22.5,9.25,Entree
2025-08-23,Sam,22.5,14.86,Entree
2025-08-23,Sam,22.5,10.71,Enfant
2025-08-23,Sam,22.5,24.42,Grill
2025-08-23,Sam,22.5,11.54,Dessert
2025-08-24,Dim,18.1,6.55,Dessert
2025-08-24,Dim,18.1,9.53,Enfant
2025-08-24,Dim,18.1,5.57,Dessert
2025-08-24,Dim,18.1,10.32,Enfant
2025-08-24,Dim,18.1,9.22,Entree
2025-08-24,Dim,18.1,7.73,Dessert
2025-08-25,Lun,20.4,12.31,Plat_du_jour
2025-08-25,Lun,20.4,15.73,Plat_du_jour
2025-08-25,Lun,20.4,18.84,Plat_du_jour
2025-08-25,Lun,20.4,6.82,Entree
2025-08-25,Lun,20.4,22.37,Grill
2025-08-26,Mar,17.9,8.22,Dessert
2025-08-26,Mar,17.9,26.71,Grill
2025-08-26,Mar,17.9,23.31,Grill
2025-08-26,Mar,17.9,18.48,Plat_du_jour
2025-08-26,Mar,17.9,18.36,Grill
2025-08-27,Mer,23.6,8.67,Dessert
2025-08-27,Mer,23.6,16.95,Plat_du_jour
2025-08-28,Jeu,21.1,13.67,Entree
2025-08-28,Jeu,21.1,16.07,Plat_du_jour
2025-08-28,Jeu,21.1,19.49,Grill
2025-08-29,Ven,22.4,15.3,Vegetarien
2025-08-29,Ven,22.4,28.48,Grill
2025-08-30,Sam,18.4,14.45,Vegetarien
2025-08-30,Sam,18.4,12.4,Entree
2025-08-31,Dim,15.3,26.25,Grill
2025-08-31,Dim,15.3,11.47,Entree
2025-08-31,Dim,15.3,17.37,Plat_du_jour
2025-08-31,Dim,15.3,24.84,Grill
2025-09-01,Lun,16.2,20.28,Plat_du_jour
2025-09-01,Lun,16.2,16.24,Plat_du_jour
2025-09-01,Lun,16.2,27.85,Grill
2025-09-01,Lun,16.2,17.37,Vegetarien
2025-09-01,Lun,16.2,11.4,Entree
2025-09-02,Mar,22.6,15.36,Plat_du_jour
2025-09-02,Mar,22.6,9.87,Entree
2025-09-02,Mar,22.6,13.98,Vegetarien
2025-09-02,Mar,22.6,13.97,Vegetarien
2025-09-03,Mer,18.9,13.76,Plat_du_jour
2025-09-03,Mer,18.9,6.44,Dessert
2025-09-03,Mer,18.9,8.49,Enfant
2025-09-03,Mer,18.9,15.99,Plat_du_jour
2025-09-03,Mer,18.9,10.57,Dessert
2025-09-04,Jeu,16.8,17.71,Plat_du_jour
2025-09-04,Jeu,16.8,21.67,Plat_du_jour
2025-09-04,Jeu,16.8,9.33,Dessert
2025-09-05,Ven,17.5,13.2,Vegetarien
2025-09-05,Ven,17.5,26.62,Grill
2025-09-05,Ven,17.5,17.65,Vegetarien
2025-09-05,Ven,17.5,21.94,Grill
2025-09-05,Ven,17.5,12.38,Dessert
2025-09-05,Ven,17.5,18.99,Plat_du_jour
2025-09-06,Sam,18.5,14.11,Vegetarien
2025-09-06,Sam,18.5,11.95,Enfant
2025-09-06,Sam,18.5,9.04,Enfant
2025-09-06,Sam,18.5,6.95,Dessert
2025-09-06,Sam,18.5,12.38,Entree
2025-09-07,Dim,21.5,11.04,Enfant
2025-09-07,Dim,21.5,18.68,Grill
2025-09-07,Dim,21.5,23.95,Grill
2025-09-07,Dim,21.5,14.59,Vegetarien
2025-09-07,Dim,21.5,7.73,Dessert
2025-09-08,Lun,17.5,6.23,Dessert
2025-09-08,Lun,17.5,9.34,Dessert
2025-09-08,Lun,17.5,9.1,Entree
2025-09-08,Lun,17.5,23.43,Grill
2025-09-08,Lun,17.5,9.96,Entree
2025-09-08,Lun,17.5,16.4,Vegetarien
2025-09-09,Mar,21.0,15.05,Vegetarien
2025-09-09,Mar,21.0,23.79,Grill
2025-09-09,Mar,21.0,16.7,Plat_du_jour
2025-09-09,Mar,21.0,18.18,Plat_du_jour
2025-09-10,Mer,14.1,20.37,Plat_du_jour
2025-09-10,Mer,14.1,28.27,Grill
2025-09-10,Mer,14.1,18.81,Plat_du_jour
2025-09-10,Mer,14.1,21.43,Grill
2025-09-11,Jeu,20.2,9.5,Entree
2025-09-11,Jeu,20.2,21.58,Grill
2025-09-12,Ven,16.3,24.81,Grill
2025-09-12,Ven,16.3,11.6,Enfant
2025-09-12,Ven,16.3,21.39,Grill
2025-09-12,Ven,16.3,19.82,Grill
2025-09-12,Ven,16.3,22.02,Grill
2025-09-13,Sam,19.2,8.76,Dessert
2025-09-13,Sam,19.2,17.88,Grill
2025-09-13,Sam,19.2,18.68,Plat_du_jour
2025-09-13,Sam,19.2,19.44,Grill
2025-09-13,Sam,19.2,25.69,Grill
2025-09-14,Dim,13.1,13.26,Vegetarien
2025-09-14,Dim,13.1,24.06,Grill
2025-09-14,Dim,13.1,7.24,Entree
2025-09-14,Dim,13.1,19.92,Plat_du_jour
2025-09-14,Dim,13.1,7.39,Dessert
2025-09-14,Dim,13.1,10.54,Entree
2025-09-15,Lun,13.8,11.47,Vegetarien
2025-09-15,Lun,13.8,19.82,Grill
2025-09-16,Mar,16.5,23.65,Grill
2025-09-16,Mar,16.5,10.31,Dessert
2025-09-16,Mar,16.5,8.2,Enfant
2025-09-17,Mer,17.0,11.31,Dessert
2025-09-17,Mer,17.0,18.48,Plat_du_jour
2025-09-17,Mer,17.0,20.98,Plat_du_jour
2025-09-17,Mer,17.0,11.53,Enfant
2025-09-17,Mer,17.0,17.76,Grill
